species,mean_trend,l95,u95,p_pos,direction,n_grid_first,n_grid_last,n_grid_delta,order_lat,family_lat,genus_lat,body_mass_g,body_length_mm,clutch_size,egg_volume_mm3,longevity_y,maturity_y,avonet_hwi,elev_range_m,avonet_range_size,Habitat,Habitat.Density,Migration,Trophic.Level,Trophic.Niche,Primary.Lifestyle,niche_rel,diet_specialization,habitat_breadth_data,habitat_openness_avonet,migration_class,migration_score
Recurvirostra avosetta,0.061595261994357046,0.0345470340621491,0.08323843800547169,1,Winner,290.205,654.9649999999999,364.75999999999993,CHARADRIIFORMES,Recurvirostridae,Recurvirostra,297.5,436.5,4,33111.75,27.8,1.998631074606434,49.7,3000,17136961.53,Wetland,3,2,Carnivore,Aquatic predator,Terrestrial,0.14702154626108999,0.85297845373891,1.3294009073765884,3,2,2
Eremophila alpestris,0.0033131466184559725,-0.008432459675346844,0.013248189323508765,0.72,Neutral,553.11,580.0649999999999,26.954999999999927,PASSERIFORMES,Alaudidae,Eremophila,37.5,171.5,3.5,4274.31,8,0.999315537303217,38.6,5400,35118904.89,Grassland,3,3,Omnivore,Omnivore,Terrestrial,0.1761723700887199,0.8238276299112801,1.3141479717461706,2.5,3,3
Turdus naumanni,0.043508116891242524,0.02507322992863845,0.06467392397538008,1,Winner,433.22499999999997,679.3149999999999,246.08999999999997,PASSERIFORMES,Turdidae,Turdus,73.18,231.08538888888893,4,6748.3688632571,15.516058674985144,1.0423129760003451,32.8,1000,2025726.75,Forest,2,3,Omnivore,Invertivore,Generalist,0.47275031685678076,0.5272496831432192,1.3020430091308577,1,3,3
Monticola solitarius,-5.596160943115616e-4,-0.029713720575954946,0.022473445451258064,0.51,Neutral,512,516.39,4.389999999999986,PASSERIFORMES,Muscicapidae,Monticola,50.5,211.5,4.5,6522.39,10.8601882936508,1.0042222140738537,29.5,4200,9788977.12,Rock,3,2,Carnivore,Omnivore,Insessorial,0.1761723700887199,0.8238276299112801,1.0785632511535392,4,2,2
Hemixos castanonotus,0.021770503432273363,0.014621369257883264,0.0299051013236206,1,Winner,129.56,247.43499999999997,117.87499999999997,PASSERIFORMES,Pycnonotidae,Hemixos,39,208,4,5338.15419,14.06419832251082,1.237491457796898,19.7,1000,979934.26,Forest,1,2,Omnivore,Frugivore,Insessorial,0.021546261089987327,0.9784537389100126,1.4174735760509805,1,2,2
Anser anser,0.04818885131728392,0.020328927313398606,0.07115655054052533,0.995,Winner,431.99,803.19,371.20000000000005,ANSERIFORMES,Anatidae,Anser,3250,835,4.5,184354.1472,31,2.9979466119096507,47.2,2300,13285537.12,Wetland,3,3,Herbivore,Herbivore terrestrial,Terrestrial,0.015209125475285171,0.9847908745247148,1.3435731832710227,3,3,3
Dicrurus leucophaeus,0.00880031040051424,-0.009294455965043318,0.023569118061460375,0.865,Neutral,373.57,447.17999999999995,73.60999999999996,PASSERIFORMES,Dicruridae,Dicrurus,52,283,3.5,6895.2,12.227953012265507,1.0727669404517433,31.5,3000,6692531.66,Forest,1,1,Carnivore,Invertivore,Insessorial,0.47275031685678076,0.5272496831432192,1.0892064293178305,1,1,1
Saxicola maurus,0.049255760795681745,0.030013803016369724,0.0680432336386655,1,Winner,570.035,874.7400000000001,304.70500000000015,PASSERIFORMES,Muscicapidae,Saxicola,17,132,6.5,1799.28,11.313322619047629,1.1816922796953575,22.1253323953824,3000,7846743.767422017,NA,2,NA,NA,NA,NA,NA,0.8238276299112801,1.285303479484258,2,NA,2
Pycnonotus jocosus,0.016597676455200553,0.010532228665949798,0.022531812454600803,1,Winner,95.73,188.185,92.455,PASSERIFORMES,Pycnonotidae,Pycnonotus,33,192.5,3,3965.76,11.1,1.3042812761426696,14.2,2000,5185044.87,Shrubland,2,1,Herbivore,Omnivore,Insessorial,0.1761723700887199,0.8238276299112801,0.9204088663006711,2,1,1
Mareca falcata,0.04749855629718852,0.026434365068541542,0.06520706683119415,1,Winner,375.59,639.95,264.36000000000007,ANSERIFORMES,Anatidae,Mareca,745,487.5,8,53078.76,20.90252662337663,1.4002291478390032,54.5,2367.805496212121,5490157.81,Wetland,3,3,Herbivore,Herbivore aquatic,Aquatic,0.024081115335868188,0.9759188846641318,1.355614566936487,3,3,3
Aix galericulata,0.044364079262357706,0.023026232150403305,0.06644025559196096,1,Winner,421.525,671.215,249.69000000000005,ANSERIFORMES,Anatidae,Aix,510,415.5,9.5,37405.695,10.4,0.9938398357289528,50.1,1500,1904941.91,Forest,3,3,Herbivore,Herbivore aquatic,Generalist,0.024081115335868188,0.9759188846641318,1.3452739250021566,1,3,3
Tringa erythropus,0.04620856162992583,0.022228512367076316,0.06941485820850274,1,Winner,356.47499999999997,660.105,303.63000000000005,CHARADRIIFORMES,Scolopacidae,Tringa,134.5,290.5,4,30362.34,8.6,0.999315537303217,50.8,3750,3716042.92,Grassland,3,3,Carnivore,Aquatic predator,Terrestrial,0.14702154626108999,0.85297845373891,1.3385765202838042,2.5,3,3
Stachyridopsis ruficeps,0.002842412374097896,-0.008169367214672195,0.01383345613400544,0.69,Neutral,260.335,257.46000000000004,-2.874999999999943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,0.8238276299112801,1.4658448370681394,2,NA,2
Riparia riparia,0.05573096970015381,0.025305676409000923,0.08688043975273282,1,Winner,717.225,1146,428.775,PASSERIFORMES,Hirundinidae,Riparia,14,130,5,1028.16,10.1,0.999315537303217,53,2100,36583654.61,Riverine,3,3,Carnivore,Invertivore,Aerial,0.47275031685678076,0.5272496831432192,1.3342782778541193,3,3,3
Phoenicurus frontalis,0.005668852924216383,-0.007619823010114272,0.019602951721478273,0.805,Neutral,450.575,484.975,34.400000000000034,PASSERIFORMES,Muscicapidae,Phoenicurus,15.77,137.25034722222222,4.5,2226.202980562323,11.224517424242425,1.045741588170744,23.2,4200,2351061.38,Forest,1,2,Carnivore,Invertivore,Insessorial,0.47275031685678076,0.5272496831432192,1.2952863673804456,1,2,2
Tadorna tadorna,0.04369078332785335,0.01771867953645479,0.06403574895512287,1,Winner,367.34,664.145,296.805,ANSERIFORMES,Anatidae,Tadorna,1125,586.5,9,92855.7,24.8,1.998631074606434,51.8,2400,9435093.57,Coastal,3,2,Carnivore,Aquatic predator,Generalist,0.14702154626108999,0.85297845373891,1.3173045110527992,3,2,2
Corvus corax,0.0027464559916590054,-0.009021132264172395,0.012805851384195394,0.73,Neutral,521.3449999999999,532.395,11.050000000000068,PASSERIFORMES,Corvidae,Corvus,1050,670,5,27760.32,69,2.9979466119096507,39.8,6000,52288449.5,Forest,3,2,Omnivore,Omnivore,Terrestrial,0.1761723700887199,0.8238276299112801,1.303961911913169,1,2,2
Culicicapa ceylonensis,0.015884908667153384,2.774993344465638e-4,0.033015447753792226,0.98,Winner,212.45999999999998,354.59000000000003,142.13000000000005,PASSERIFORMES,Stenostiridae,Culicicapa,9,116,3,1233.8685,10.802319246031749,1.2540886813771803,18.9,3100,4653880.02,Woodland,1,1,Carnivore,Invertivore,Insessorial,0.47275031685678076,0.5272496831432192,1.3615084381342057,1.5,1,1
Yungipicus canicapillus,0.020154256534879823,-0.004275121850113772,0.03731889157927467,0.96,Neutral,91.85499999999999,230.905,139.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,0.8238276299112801,1.278488297843362,2,NA,2
Muscicapa sibirica,0.00246140335574084,-0.0224202314350652,0.021376228312088668,0.61,Neutral,883.57,905.475,21.904999999999973,PASSERIFORMES,Muscicapidae,Muscicapa,12,129.5,4.5,1485.20925,9.807033134920635,0.9901028921265028,33,2600,8436138.82,Forest,1,3,Carnivore,Invertivore,Insessorial,0.47275031685678076,0.5272496831432192,1.334275186282098,1,3,3
Cinclus pallasii,0.006953883157239143,-0.01565680194588885,0.024906426789256503,0.775,Neutral,118.95,161.45000000000002,42.500000000000014,PASSERIFORMES,Cinclidae,Cinclus,88.5,211.5,4.5,5916,12.78042936507937,1.1053293514987548,27.9,4550,9425465.17,Riverine,3,1,Carnivore,Aquatic predator,Generalist,0.14702154626108999,0.85297845373891,1.3881676523066222,3,1,1
Platalea leucorodia,0.05102768236745603,0.03467965355180437,0.0678076106816208,1,Winner,287.705,595.6949999999999,307.98999999999995,PELECANIFORMES,Threskiornithidae,Platalea,2040,834,3.5,89389.23,30.1,2.9979466119096507,40.4,500,6276598.58,Wetland,3,2,Carnivore,Aquatic predator,Terrestrial,0.14702154626108999,0.85297845373891,1.3399684477576714,3,2,2
Dendrocitta formosae,0.016580707984569818,0.008108390480198178,0.025604195932344066,1,Winner,178.195,276.065,97.87,PASSERIFORMES,Corvidae,Dendrocitta,95,350.5,4,8396.64,15.85592662337662,1.1760663711526125,16,1750,3328585.52,Forest,2,1,Omnivore,Omnivore,Insessorial,0.1761723700887199,0.8238276299112801,1.4361793280250421,1,1,1
Chaimarrornis leucocephalus,-0.024416032446585637,-0.0444071517103074,-0.008787632148507937,0.005,Loser,421.85999999999996,182.92499999999998,-238.93499999999997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,0.8238276299112801,1.3388224008265444,2,NA,2
Butorides striata,0.015990748466217154,-0.001556723295760044,0.03438454404327322,0.945,Neutral,448.38,535.775,87.39499999999998,PELECANIFORMES,Ardeidae,Butorides,315,435,5,25681.39425,19.695339285714287,1.5259445259280984,29.8,3000,53556698.29,Wetland,3,1,Carnivore,Aquatic predator,Terrestrial,0.14702154626108999,0.85297845373891,1.2680604674708245,3,1,1
Trochalopteron elliotii,-0.012112436266995572,-0.028997723404160212,0.002929029969467013,0.06,Neutral,158.29500000000002,86.265,-72.03000000000002,PASSERIFORMES,Leiothrichidae,Trochalopteron,63,249.5,2.5,6288.4224,15.29673472222222,1.316780798105232,6.1,3200,1030829.66,Forest,1,1,Carnivore,Invertivore,Generalist,0.47275031685678076,0.5272496831432192,1.3779270569579256,1,1,1
Turdus hortulorum,0.023631048320636498,0.00456520286458212,0.04394785172082724,0.995,Winner,322.69,454.04499999999996,131.35499999999996,PASSERIFORMES,Turdidae,Turdus,61.5,215.5,4,6522.39,13.343956890331889,1.0455495176167633,28.4,1100,1755458.64,Forest,1,3,Carnivore,Invertivore,Terrestrial,0.47275031685678076,0.5272496831432192,1.285840664060241,1,3,3
Troglodytes troglodytes,-0.012215399313301505,-0.04225436108289133,0.0157061125816814,0.205,Neutral,883.5200000000001,795.775,-87.74500000000012,PASSERIFORMES,Troglodytidae,Troglodytes,10,100.5,5,1224.68204544,7,0.999315537303217,15.7,4575,15761767.29,Forest,1,3,Carnivore,Invertivore,Insessorial,0.47275031685678076,0.5272496831432192,1.2617192167429039,1,3,3
Cisticola juncidis,0.002069169648016968,-0.017623027017738026,0.021766878444214852,0.58,Neutral,451.795,442.885,-8.910000000000025,PASSERIFORMES,Cisticolidae,Cisticola,9,100.5,4.5,1296.25272,11.05931814574314,1.0764089420162284,13.5,2400,18929166.75,Grassland,3,3,Carnivore,Invertivore,Generalist,0.47275031685678076,0.5272496831432192,1.3622128262363342,2.5,3,3
Gracupica nigricollis,0.01883811984864421,0.008629938515669032,0.02633593727084465,1,Winner,116.14999999999999,215.235,99.08500000000002,PASSERIFORMES,Sturnidae,Gracupica,162.5,285.5,5,11449.1685,13.144914087301588,1.1270980981715049,26.2,2000,2862924.75,Grassland,3,1,Carnivore,Invertivore,Insessorial,0.47275031685678076,0.5272496831432192,1.3155018086110104,2.5,1,1
Pycnonotus aurigaster,0.01644632531935476,0.011337816827007642,0.02331550790632797,1,Winner,111.49999999999999,194.43499999999997,82.93499999999999,PASSERIFORMES,Pycnonotidae,Pycnonotus,44,210,2.5,3537.36,13.196429166666665,1.320100371565462,15.5,1830,2959739.34,Shrubland,2,1,Herbivore,Omnivore,Insessorial,0.1761723700887199,0.8238276299112801,0.8079405547479195,2,1,1
Phylloscopus humei,0.009176013963479,-0.011944140853954994,0.02736451996357278,0.845,Neutral,664.1600000000001,713.485,49.32499999999993,PASSERIFORMES,Phylloscopidae,Phylloscopus,6.5,96.5,4.5,1138.32,9.71514107142857,1.0222771775148545,24.8,1980,3694487.56,Forest,1,3,Carnivore,Invertivore,Insessorial,0.47275031685678076,0.5272496831432192,1.2880618351070638,1,3,3
Circus spilonotus,0.024610763009430044,-0.002456505175907815,0.050137528841584414,0.965,Neutral,411.16499999999996,615.0699999999999,203.90499999999997,ACCIPITRIFORMES,Accipitridae,Circus,550,521,4.5,37805.98992,18.053467460317464,1.7150581368589568,47.7,3000,5723030.46,Wetland,3,3,Carnivore,Vertivore,Aerial,0.05449936628643853,0.9455006337135614,1.3310843425280845,3,3,3
Pericrocotus solaris,0.024490428014595698,0.015536015939779843,0.03446393237337551,1,Winner,185.39000000000001,306.515,121.12499999999997,PASSERIFORMES,Campephagidae,Pericrocotus,16,177.5,3.5,4080,10.944396085858584,1.0894974712905898,28.3,1500,2902202.9,Forest,2,1,Carnivore,Invertivore,Insessorial,0.47275031685678076,0.5272496831432192,1.4115546114749258,1,1,1
Cuculus sparverioides,-0.017485726505690476,-0.044223718819686286,0.006670883125701271,0.07,Neutral,542.6949999999999,397.14500000000004,-145.5499999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,0.8238276299112801,1.145922746095131,2,NA,2
Aquila chrysaetos,0.007034681733014132,-0.0105021146126607,0.020996445329326804,0.825,Neutral,655.05,695.285,40.235000000000014,ACCIPITRIFORMES,Accipitridae,Aquila,3950,848.5,2,143208,48,3.997262149212868,36.7,3630,39450257.98,Grassland,3,2,Carnivore,Vertivore,Aerial,0.05449936628643853,0.9455006337135614,1.3029694646853156,2.5,2,2
Ptyonoprogne rupestris,0.006697768193614922,-0.006377134212140261,0.018496132228113336,0.84,Neutral,640.77,687.13,46.360000000000014,PASSERIFORMES,Hirundinidae,Ptyonoprogne,21.5,143.5,4,2639.25,12.347126388888896,1.1131275443888362,56,4500,10906260.69,Rock,3,2,Carnivore,Invertivore,Aerial,0.47275031685678076,0.5272496831432192,1.2965822491009997,4,2,2
Anthus rubescens,0.039523402112160926,0.014749792888724576,0.06171560500387628,1,Winner,406.455,641.98,235.52500000000003,PASSERIFORMES,Motacillidae,Anthus,23,155,5,3388.07592667168,5.1,0.999315537303217,28.4,3250,12413847.38,Grassland,3,3,Carnivore,Invertivore,Terrestrial,0.47275031685678076,0.5272496831432192,1.2886018646482391,2.5,3,3
Picoides canicapillus,0.1031153935840744,0.09072742425302739,0.11644691815445132,1,Winner,4.6,611.835,607.235,PICIFORMES,Picidae,Picoides,25.76,172.5522053571429,5.5,3679.889301636524,12.42105277777778,1.0068524466825266,28.3,2800,8010257.64,Forest,1,1,Carnivore,Invertivore,Insessorial,0.47275031685678076,0.5272496831432192,1.4330391041271615,1,1,1
Lanius sphenocercus,0.04432533324314731,0.025518909077663094,0.06027316459897517,1,Winner,364.005,607.205,243.20000000000005,PASSERIFORMES,Laniidae,Lanius,96,277.5,6,7944.04611,11.182968362193362,1.0460319252957837,25.9,1100,1889472.71,Grassland,3,2,Carnivore,Invertivore,Insessorial,0.47275031685678076,0.5272496831432192,1.315527423761671,2.5,2,2
Psilopogon virens,0.025547750884367417,0.011710518456624897,0.03763237465667294,1,Winner,158.685,299.8,141.115,PICIFORMES,Megalaimidae,Psilopogon,173.5,312.5,3.5,16727.49,16.836784920634912,1.2701962995556415,21.7,2400,3256344.79,Forest,1,1,Herbivore,Frugivore,Insessorial,0.021546261089987327,0.9784537389100126,1.3230330977469886,1,1,1
Ceryle rudis,0.026795504816725844,0.016283725274030762,0.03912833972660757,1,Winner,117.305,276.48,159.175,CORACIIFORMES,Alcedinidae,Ceryle,102,273,4.5,8812.8,3.9,0.9938398357289528,34.5,2500,23875911.23,Wetland,3,1,Carnivore,Aquatic predator,Insessorial,0.14702154626108999,0.85297845373891,1.3753640400378047,3,1,1
Halcyon smyrnensis,0.012145350499677379,0.0036309627454635795,0.019336442609830796,0.995,Winner,191.205,257.72499999999997,66.51999999999995,CORACIIFORMES,Alcedinidae,Halcyon,77,280.5,6,8387.8935,5.5,1.0935499712091066,21.7,2300,6823580.46,Human Modified,2,2,Carnivore,Omnivore,Insessorial,0.1761723700887199,0.8238276299112801,1.1010284516961526,4,2,2
Regulus regulus,-0.038005660094482765,-0.07052950029173954,-0.003935439478973866,0.015,Loser,928,617.145,-310.855,PASSERIFORMES,Regulidae,Regulus,5.5,98.5,9.5,863.94,7,0.999315537303217,22,4000,13206760.36,Forest,1,3,Carnivore,Invertivore,Insessorial,0.47275031685678076,0.5272496831432192,1.228011804856695,1,3,3
Sitta europaea,0.02072710996719419,0.0037178804468191626,0.037070946371597316,0.985,Winner,170.13,264.71,94.57999999999998,PASSERIFORMES,Sittidae,Sitta,19.5,133,8.5,3168.885,12.9,0.999315537303217,23.8,3300,21575986.15,Forest,1,1,Carnivore,Invertivore,Insessorial,0.47275031685678076,0.5272496831432192,1.3049774072691414,1,1,1
Garrulax canorus,0.06394245169572978,0.05112352002573891,0.07538697169900291,1,Winner,25.8,376.40999999999997,350.60999999999996,PASSERIFORMES,Leiothrichidae,Garrulax,56.5,225.5,4,5593.94775,11.489327579365083,1.0578752566735097,7,1800,1868020.76,Shrubland,2,1,Carnivore,Invertivore,Terrestrial,0.47275031685678076,0.5272496831432192,1.372190142730888,2,1,1
Riparia diluta,0.018362888038177292,-0.008006126096722858,0.041959935903581984,0.91,Neutral,479.085,571.5500000000001,92.46500000000009,PASSERIFORMES,Hirundinidae,Riparia,14,130,5,2108.50296856499,11.315187662337662,1.0661884371237536,53.8,4500,9873409.46,Riverine,3,3,Carnivore,Invertivore,Aerial,0.47275031685678076,0.5272496831432192,1.350926257811162,3,3,3
Saxicola ferreus,0.014739269559498128,-0.0029608425516300754,0.030796954972342534,0.945,Neutral,229.25,346,116.75,PASSERIFORMES,Muscicapidae,Saxicola,16,132.5,4.5,2180.25,10.219357142857142,1.0356291380115792,18.5,3300,3385788.78,Shrubland,2,1,Carnivore,Invertivore,Insessorial,0.47275031685678076,0.5272496831432192,1.3389335439036132,2,1,1
Accipiter soloensis,0.009871587358641432,-0.011203524402019518,0.03271417570593007,0.755,Neutral,358.56,449.72999999999996,91.16999999999996,ACCIPITRIFORMES,Accipitridae,Accipiter,120,274.5,3.5,17442,14.104370941558445,1.3285808162291732,39,1000,2375886.74,Forest,1,3,Carnivore,Vertivore,Insessorial,0.05449936628643853,0.9455006337135614,1.3243333208679098,1,3,3
Accipiter virgatus,0.02109116629706921,2.7608942646299733e-4,0.036842849922372,0.975,Winner,367.96000000000004,500.61499999999995,132.65499999999992,ACCIPITRIFORMES,Accipitridae,Accipiter,190,299,3.5,16600.05171,14.590052380952375,1.27728289223515,27.4,2200,4398429.71,Forest,1,2,Carnivore,Vertivore,Generalist,0.05449936628643853,0.9455006337135614,1.4065362184364623,1,2,2
Aethopyga christinae,0.030871370901490267,0.02225869620289363,0.03778504593614652,1,Winner,53.019999999999996,235.58,182.56,PASSERIFORMES,Nectariniidae,Aethopyga,7,101.5,2.5,739.627653,12.060243849206351,1.3391514971263418,18.2,1792.6704265873016,33798.32,Forest,1,1,Herbivore,Omnivore,Insessorial,0.1761723700887199,0.8238276299112801,1.2017286751424416,1,1,1
Eumyias thalassinus,0.014543724133273737,-1.0683374578947087e-4,0.02796866081829475,0.965,Neutral,228.53,319.52500000000003,90.99500000000003,PASSERIFORMES,Muscicapidae,Eumyias,18.5,149,4,2872.32,10.634857936507938,1.0845906342687628,20.9,1200,4490414.63,Forest,1,1,Carnivore,Invertivore,Insessorial,0.47275031685678076,0.5272496831432192,1.4172699539428706,1,1,1
Prinia flaviventris,0.01576224803061971,0.009373578809249328,0.022248205992670005,1,Winner,106.90499999999999,201.54,94.635,PASSERIFORMES,Cisticolidae,Prinia,7,115.5,4.5,1101.6,9.843955844155843,1.083922593244459,11.9,1550,4037497.01,Shrubland,3,1,Carnivore,Invertivore,Insessorial,0.47275031685678076,0.5272496831432192,1.3734147916371722,2,1,1
Athene noctua,0.006821472183861389,-0.012567516118464468,0.024170581312126953,0.78,Neutral,810.9000000000001,865.425,54.524999999999864,STRIGIFORMES,Strigidae,Athene,140,228,4,17442,11.1,0.999315537303217,31.8,2600,26742298.73,Human Modified,3,1,Carnivore,Omnivore,Insessorial,0.1761723700887199,0.8238276299112801,1.3314262269219472,4,1,1
Anthus roseatus,0.017592239798921144,-0.003634432368099457,0.03647523109183787,0.925,Neutral,548.38,654.225,105.84500000000003,PASSERIFORMES,Motacillidae,Anthus,23,154.5,4,3305.78736,10.37063551587301,1.0461606341601193,18.1,2700,4930715.09,Grassland,3,1,Carnivore,Invertivore,Terrestrial,0.47275031685678076,0.5272496831432192,1.3319177271446812,2.5,1,1
